==PROF== Connected to process 13206 (/usr/bin/python3.12)
[crux0] floor bytes = 0.537 GB (BS512 x N262127 x 4)
==PROF== Disconnected from process 13206
"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value"
"7","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"7","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","5856"
"8","13206","python3.12","127.0.0.1","void mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","1054976"
"8","13206","python3.12","127.0.0.1","void mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"8","13206","python3.12","127.0.0.1","void mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","6720"
"9","13206","python3.12","127.0.0.1","mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","150528"
"9","13206","python3.12","127.0.0.1","mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"9","13206","python3.12","127.0.0.1","mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","19840"
"10","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","40448"
"10","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"10","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","6208"
"11","13206","python3.12","127.0.0.1","void mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","1055232"
"11","13206","python3.12","127.0.0.1","void mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"11","13206","python3.12","127.0.0.1","void mbtopk::computeBlockDigitCounts<float, unsigned int, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, unsigned int, unsigned int *, unsigned int, T2, int, int, unsigned int, T3, T3 *, short *)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","6752"
"12","13206","python3.12","127.0.0.1","mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","139776"
"12","13206","python3.12","127.0.0.1","mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"12","13206","python3.12","127.0.0.1","mbtopk::computeDigitCumSum(short *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","19552"
"13","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","139520"
"13","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"13","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseWithinKCounts<unsigned int, float>(T1 *, short *, unsigned int *, unsigned int *, unsigned int, int, bool, unsigned int *, T2 *, unsigned int *, T1 *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","5792"
"14","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsigned int, unsigned int *)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","40192"
"14","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsigned int, unsigned int *)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"14","13206","python3.12","127.0.0.1","void mbtopk::computeBlockwiseKthCounts<unsigned int>(T1 *, short *, unsigned int, unsigned int, unsigned int *)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","5184"
"15","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned long long>(T1, T2, __4::iterator_traits<T2>::value_type *, T3, int)","1","7","(128, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","3072"
"15","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned long long>(T1, T2, __4::iterator_traits<T2>::value_type *, T3, int)","1","7","(128, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"15","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned long long>(T1, T2, __4::iterator_traits<T2>::value_type *, T3, int)","1","7","(128, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","3520"
"16","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyKernel<scan_by_key::policy_hub<thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int, unsigned int, __4::plus<void>>::Policy1000, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int *, unsigned int *, at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, __4::equal_to<void>, __4::plus<void>, at_cuda_detail::NullType, unsigned long long, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)","1","7","(224, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","55296"
"16","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyKernel<scan_by_key::policy_hub<thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int, unsigned int, __4::plus<void>>::Policy1000, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int *, unsigned int *, at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, __4::equal_to<void>, __4::plus<void>, at_cuda_detail::NullType, unsigned long long, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)","1","7","(224, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"16","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyKernel<scan_by_key::policy_hub<thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int, unsigned int, __4::plus<void>>::Policy1000, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int *, unsigned int *, at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, __4::equal_to<void>, __4::plus<void>, at_cuda_detail::NullType, unsigned long long, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)","1","7","(224, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","6912"
"17","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned long long>(T1, T2, __4::iterator_traits<T2>::value_type *, T3, int)","1","7","(128, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","5632"
"17","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned long long>(T1, T2, __4::iterator_traits<T2>::value_type *, T3, int)","1","7","(128, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"17","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyInitKernel<at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned long long>(T1, T2, __4::iterator_traits<T2>::value_type *, T3, int)","1","7","(128, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","3904"
"18","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyKernel<scan_by_key::policy_hub<thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int, unsigned int, __4::plus<void>>::Policy1000, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int *, unsigned int *, at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, __4::equal_to<void>, __4::plus<void>, at_cuda_detail::NullType, unsigned long long, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)","1","7","(224, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","55552"
"18","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyKernel<scan_by_key::policy_hub<thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int, unsigned int, __4::plus<void>>::Policy1000, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int *, unsigned int *, at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, __4::equal_to<void>, __4::plus<void>, at_cuda_detail::NullType, unsigned long long, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)","1","7","(224, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"18","13206","python3.12","127.0.0.1","void scan_by_key::DeviceScanByKeyKernel<scan_by_key::policy_hub<thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int, unsigned int, __4::plus<void>>::Policy1000, thrust::transform_iterator<mbtopk::BlockIdxToKey, thrust::counting_iterator<unsigned int, unsigned int, thrust::use_default, thrust::use_default, thrust::compile_time_value<1>>, thrust::use_default, thrust::use_default>, unsigned int *, unsigned int *, at_cuda_detail::ReduceByKeyScanTileState<unsigned int, int, 1>, __4::equal_to<void>, __4::plus<void>, at_cuda_detail::NullType, unsigned long long, unsigned int, unsigned int>(T2, T11 *, T3, T4, T5, int, T6, T7, T8, T9)","1","7","(224, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","7136"
"19","13206","python3.12","127.0.0.1","void mbtopk::gatherTopK<float, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, T2, T2, bool, unsigned int, T2, cuda::TensorInfo<T1, T2>, T2, cuda::TensorInfo<long, T2>, T2, unsigned int, unsigned int, T1 *, unsigned int *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","1059328"
"19","13206","python3.12","127.0.0.1","void mbtopk::gatherTopK<float, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, T2, T2, bool, unsigned int, T2, cuda::TensorInfo<T1, T2>, T2, cuda::TensorInfo<long, T2>, T2, unsigned int, unsigned int, T1 *, unsigned int *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"19","13206","python3.12","127.0.0.1","void mbtopk::gatherTopK<float, unsigned int, 1>(cuda::TensorInfo<const T1, T2>, T2, T2, bool, unsigned int, T2, cuda::TensorInfo<T1, T2>, T2, cuda::TensorInfo<long, T2>, T2, unsigned int, unsigned int, T1 *, unsigned int *, unsigned int *, unsigned int)","1","7","(256, 1, 1)","(256, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","8864"
"20","13206","python3.12","127.0.0.1","void native::unrolled_elementwise_kernel<native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","1","7","(128, 1, 1)","(2, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","37120"
"20","13206","python3.12","127.0.0.1","void native::unrolled_elementwise_kernel<native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","1","7","(128, 1, 1)","(2, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"20","13206","python3.12","127.0.0.1","void native::unrolled_elementwise_kernel<native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, 2>, 4, TrivialOffsetCalculator<1, unsigned int>, TrivialOffsetCalculator<1, unsigned int>, memory::LoadWithCast<1>, memory::StoreWithCast<1>>(int, T1, T2, T4, T5, T6, T7)","1","7","(128, 1, 1)","(2, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","7680"
"21","13206","python3.12","127.0.0.1","void <unnamed>::elementwise_kernel_with_index<int, native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)","1","7","(64, 1, 1)","(16, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","3072"
"21","13206","python3.12","127.0.0.1","void <unnamed>::elementwise_kernel_with_index<int, native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)","1","7","(64, 1, 1)","(16, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_write.sum","byte","0"
"21","13206","python3.12","127.0.0.1","void <unnamed>::elementwise_kernel_with_index<int, native::arange_cuda_out(const c10::Scalar &, const c10::Scalar &, const c10::Scalar &, at::Tensor &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)]>(T1, T2, function_traits<T2>::result_type *)","1","7","(64, 1, 1)","(16, 1, 1)","0","10.0","Command line profiler metrics","gpu__time_duration.sum","ns","3808"
"22","13206","python3.12","127.0.0.1","void radix_sort::DeviceRadixSortSingleTileKernel<radix::policy_hub<long, cuda::OpaqueType<8>, unsigned long long>::Policy1000, 0, long, cuda::OpaqueType<8>, unsigned long long, at_cuda_detail::identity_decomposer_t>(const T3 *, T3 *, const T4 *, T4 *, T5, int, int, T6)","1","7","(256, 1, 1)","(1, 1, 1)","0","10.0","Command line profiler metrics","dram__bytes_read.sum","byte","28928"
