cell,N,model,BS,cand_us,pr_us,speedup,exact
flash_16k_L10,4099,flash,32,5.115,9.288,1.8159,OK
flash_16k_L10,4099,flash,64,5.3,9.54195,1.8002,OK
flash_16k_L10,4099,flash,128,5.551,9.77735,1.7615,OK
flash_16k_L10,4099,flash,256,10.477,11.379100000000001,1.0861,OK
flash_16k_L10,4099,flash,512,18.729,20.5533,1.0974,OK
flash_16k_L10,4099,flash,1024,33.742,36.89395,1.0934,OK
flash_16k_L22,4099,flash,1,6.294,8.69745,1.3818,OK
flash_16k_L22,4099,flash,2,6.344,8.52635,1.3441,OK
flash_16k_L22,4099,flash,4,6.368,8.705549999999999,1.3671,OK
flash_16k_L22,4099,flash,8,6.387,8.67665,1.3584,OK
flash_16k_L22,4099,flash,16,6.41,8.9086,1.3897,OK
flash_16k_L22,4099,flash,32,6.458,9.02535,1.3975,OK
flash_16k_L22,4099,flash,64,6.58,9.211049999999998,1.3998,OK
flash_16k_L22,4099,flash,128,6.863,9.54235,1.3903,OK
flash_16k_L22,4099,flash,256,11.912,10.961549999999999,0.9202,OK
flash_16k_L22,4099,flash,512,21.498,19.926099999999998,0.9269,OK
flash_16k_L22,4099,flash,1024,38.988,35.79475,0.9181,OK
flash_16k_L34,4099,flash,1,6.088,8.82075,1.449,OK
flash_16k_L34,4099,flash,2,6.205,8.51665,1.3724,OK
flash_16k_L34,4099,flash,4,6.195,8.61585,1.3907,OK
flash_16k_L34,4099,flash,8,6.2,8.73745,1.4092,OK
flash_16k_L34,4099,flash,16,6.219,8.7711,1.4104,OK
flash_16k_L34,4099,flash,32,6.269,9.02225,1.4392,OK
flash_16k_L34,4099,flash,64,6.397,9.251,1.4462,OK
flash_16k_L34,4099,flash,128,6.591,9.52465,1.4452,OK
flash_16k_L34,4099,flash,256,11.884,10.9566,0.922,OK
flash_16k_L34,4099,flash,512,21.384,19.78855,0.9254,OK
flash_16k_L34,4099,flash,1024,38.872,35.564099999999996,0.9149,OK
flash_32k_L10,8195,flash,1,7.862,8.84475,1.125,OK
flash_32k_L10,8195,flash,2,7.857,8.9424,1.1381,OK
flash_32k_L10,8195,flash,4,7.931,8.763200000000001,1.1049,OK
flash_32k_L10,8195,flash,8,7.976,9.13115,1.1449,OK
flash_32k_L10,8195,flash,16,7.974,9.2608,1.1613,OK
flash_32k_L10,8195,flash,32,8.113,9.366299999999999,1.1545,OK
flash_32k_L10,8195,flash,64,8.312,9.683200000000001,1.165,OK
flash_32k_L10,8195,flash,128,8.783,10.235149999999999,1.1653,OK
flash_32k_L10,8195,flash,256,13.624,12.3757,0.9084,OK
flash_32k_L10,8195,flash,512,23.958,22.095650000000003,0.9223,OK
flash_32k_L10,8195,flash,1024,41.834,39.53385,0.945,OK
flash_32k_L22,8195,flash,1,7.404,8.94065,1.2075,OK
flash_32k_L22,8195,flash,2,7.503,9.032,1.2037,OK
flash_32k_L22,8195,flash,4,7.528,8.870149999999999,1.1782,OK
flash_32k_L22,8195,flash,8,7.548,9.17905,1.2161,OK
flash_32k_L22,8195,flash,16,7.623,9.337549999999998,1.2249,OK
flash_32k_L22,8195,flash,32,7.75,9.60625,1.2395,OK
flash_32k_L22,8195,flash,64,7.89,9.7488,1.2356,OK
flash_32k_L22,8195,flash,128,8.442,10.3264,1.2232,OK
flash_32k_L22,8195,flash,256,11.89,12.5022,1.0515,OK
flash_32k_L22,8195,flash,512,20.38,22.29255,1.0938,OK
flash_32k_L22,8195,flash,1024,35.451,40.1356,1.1321,OK
flash_32k_L34,8195,flash,1,6.969,9.071950000000001,1.3018,OK
flash_32k_L34,8195,flash,2,7.008,9.23985,1.3185,OK
flash_32k_L34,8195,flash,4,7.013,8.996649999999999,1.2828,OK
flash_32k_L34,8195,flash,8,7.055,9.3087,1.3195,OK
flash_32k_L34,8195,flash,16,7.329,9.2815,1.2664,OK
flash_32k_L34,8195,flash,32,7.597,9.5695,1.2596,OK
flash_32k_L34,8195,flash,64,7.797,9.68795,1.2425,OK
flash_32k_L34,8195,flash,128,8.287,10.22065,1.2333,OK
flash_32k_L34,8195,flash,256,11.217,12.40925,1.1063,OK
flash_32k_L34,8195,flash,512,19.174,22.0861,1.1519,OK
flash_32k_L34,8195,flash,1024,33.039,39.83175,1.2056,OK
flash_64k_L10,16387,flash,1,8.598,10.398200000000001,1.2094,OK
flash_64k_L10,16387,flash,2,9.504,10.1631,1.0694,OK
flash_64k_L10,16387,flash,4,9.503,10.4719,1.102,OK
flash_64k_L10,16387,flash,8,9.546,10.4848,1.0984,OK
flash_64k_L10,16387,flash,16,9.626,10.6784,1.1093,OK
flash_64k_L10,16387,flash,32,9.873,10.908700000000001,1.105,OK
flash_64k_L10,16387,flash,64,10.374,11.33895,1.093,OK
flash_64k_L10,16387,flash,128,11.302,12.25105,1.0839,OK
flash_64k_L10,16387,flash,256,15.412,15.289299999999999,0.9921,OK
flash_64k_L10,16387,flash,512,26.538,27.5117,1.0367,OK
flash_64k_L10,16387,flash,1024,44.281,49.22175,1.1116,OK
flash_64k_L22,16387,flash,1,8.236,11.6191,1.4107,OK
flash_64k_L22,16387,flash,2,8.98,11.4863,1.279,OK
flash_64k_L22,16387,flash,4,9.02,11.83825,1.3124,OK
flash_64k_L22,16387,flash,8,9.124,11.878200000000001,1.3018,OK
flash_64k_L22,16387,flash,16,9.465,12.108649999999999,1.2793,OK
flash_64k_L22,16387,flash,32,9.739,12.337399999999999,1.2668,OK
flash_64k_L22,16387,flash,64,10.239,12.76305,1.2465,OK
flash_64k_L22,16387,flash,128,11.268,13.705549999999999,1.2163,OK
flash_64k_L22,16387,flash,256,16.48,17.787,1.0793,OK
flash_64k_L22,16387,flash,512,28.575,32.4672,1.1362,OK
flash_64k_L22,16387,flash,1024,48.365,57.79285,1.1949,OK
flash_64k_L34,16387,flash,1,7.862,10.6015,1.3485,OK
flash_64k_L34,16387,flash,2,8.645,10.33595,1.1957,OK
flash_64k_L34,16387,flash,4,8.747,10.6318,1.2155,OK
flash_64k_L34,16387,flash,8,8.794,10.673549999999999,1.2137,OK
flash_64k_L34,16387,flash,16,9.112,10.65595,1.1695,OK
flash_64k_L34,16387,flash,32,9.437,10.959850000000001,1.1613,OK
flash_64k_L34,16387,flash,64,9.924,11.348600000000001,1.1435,OK
flash_64k_L34,16387,flash,128,10.956,12.2462,1.1178,OK
flash_64k_L34,16387,flash,256,15.052,15.48615,1.0289,OK
flash_64k_L34,16387,flash,512,25.725,27.79005,1.0803,OK
flash_64k_L34,16387,flash,1024,42.784,49.8234,1.1645,OK
flash_128k_L10,32771,flash,1,8.27,12.59515,1.523,OK
flash_128k_L10,32771,flash,2,8.341,12.479899999999999,1.4962,OK
flash_128k_L10,32771,flash,4,8.644,12.77915,1.4783,OK
flash_128k_L10,32771,flash,8,8.852,12.736,1.4388,OK
flash_128k_L10,32771,flash,16,10.589,13.23335,1.2497,OK
flash_128k_L10,32771,flash,32,11.178,13.70825,1.2263,OK
flash_128k_L10,32771,flash,64,11.955,14.2942,1.1956,OK
flash_128k_L10,32771,flash,128,13.511,15.33735,1.1352,OK
flash_128k_L10,32771,flash,256,21.682,20.934099999999997,0.9655,OK
flash_128k_L10,32771,flash,512,38.177,38.92275,1.0195,OK
flash_128k_L10,32771,flash,1024,61.926,67.77515,1.0945,OK
flash_128k_L22,32771,flash,1,7.679,11.6271,1.5141,OK
flash_128k_L22,32771,flash,2,7.72,11.468549999999999,1.4856,OK
flash_128k_L22,32771,flash,4,8.048,11.788549999999999,1.4648,OK
flash_128k_L22,32771,flash,8,8.269,11.82855,1.4305,OK
flash_128k_L22,32771,flash,16,9.958,12.331,1.2383,OK
flash_128k_L22,32771,flash,32,10.473,12.731,1.2156,OK
flash_128k_L22,32771,flash,64,11.289,13.3615,1.1836,OK
flash_128k_L22,32771,flash,128,12.944,14.383799999999999,1.1112,OK
flash_128k_L22,32771,flash,256,20.89,19.747,0.9453,OK
flash_128k_L22,32771,flash,512,36.549,36.876349999999995,1.009,OK
flash_128k_L22,32771,flash,1024,58.897,63.5673,1.0793,OK
flash_128k_L34,32771,flash,1,7.795,12.014299999999999,1.5412,OK
flash_128k_L34,32771,flash,2,7.749,11.815850000000001,1.5248,OK
flash_128k_L34,32771,flash,4,7.847,11.9599,1.5241,OK
flash_128k_L34,32771,flash,8,8.047,12.0271,1.4947,OK
flash_128k_L34,32771,flash,16,10.145,12.483,1.2304,OK
flash_128k_L34,32771,flash,32,10.572,12.7757,1.2084,OK
flash_128k_L34,32771,flash,64,11.412,13.423950000000001,1.1763,OK
flash_128k_L34,32771,flash,128,13.005,14.4527,1.1113,OK
flash_128k_L34,32771,flash,256,21.005,19.69565,0.9377,OK
flash_128k_L34,32771,flash,512,36.946,36.83945,0.9971,OK
flash_128k_L34,32771,flash,1024,59.338,63.7624,1.0746,OK
flash_256k_L10,65538,flash,1,10.088,13.61895,1.35,OK
flash_256k_L10,65538,flash,2,10.114,14.06705,1.3909,OK
flash_256k_L10,65538,flash,4,10.484,14.307,1.3647,OK
flash_256k_L10,65538,flash,8,10.833,14.61895,1.3495,OK
flash_256k_L10,65538,flash,16,13.461,14.9888,1.1135,OK
flash_256k_L10,65538,flash,32,16.719,15.8542,0.9483,OK
flash_256k_L10,65538,flash,64,18.321,18.2238,0.9947,OK
flash_256k_L10,65538,flash,128,20.992,20.356450000000002,0.9697,OK
flash_256k_L10,65538,flash,256,33.775,31.7261,0.9393,OK
flash_256k_L10,65538,flash,512,62.632,60.22005,0.9615,OK
flash_256k_L10,65538,flash,1024,100.68,100.51065,0.9983,OK
flash_256k_L22,65538,flash,1,11.447,12.63345,1.1036,OK
flash_256k_L22,65538,flash,2,11.494,13.26705,1.1542,OK
flash_256k_L22,65538,flash,4,11.559,13.42855,1.1617,OK
flash_256k_L22,65538,flash,8,11.892,13.74385,1.1557,OK
flash_256k_L22,65538,flash,16,13.487,14.052700000000002,1.042,OK
flash_256k_L22,65538,flash,32,15.834,14.9806,0.9461,OK
flash_256k_L22,65538,flash,64,17.29,17.699,1.0236,OK
flash_256k_L22,65538,flash,128,22.488,19.811,0.881,OK
flash_256k_L22,65538,flash,256,36.913,31.057599999999997,0.8414,OK
flash_256k_L22,65538,flash,512,68.643,58.86645,0.8576,OK
flash_256k_L22,65538,flash,1024,110.71,98.39245,0.8887,OK
flash_256k_L34,65538,flash,1,9.53,13.254299999999999,1.3909,OK
flash_256k_L34,65538,flash,2,9.468,13.8094,1.4586,OK
flash_256k_L34,65538,flash,4,9.579,13.9502,1.4563,OK
flash_256k_L34,65538,flash,8,9.887,14.3919,1.4556,OK
flash_256k_L34,65538,flash,16,12.267,14.6814,1.1968,OK
flash_256k_L34,65538,flash,32,15.236,15.647950000000002,1.0271,OK
flash_256k_L34,65538,flash,64,16.543,18.10705,1.0945,OK
flash_256k_L34,65538,flash,128,19.97,20.236549999999998,1.0133,OK
flash_256k_L34,65538,flash,256,32.727,31.5598,0.9643,OK
flash_256k_L34,65538,flash,512,60.575,59.455349999999996,0.9815,OK
flash_256k_L34,65538,flash,1024,97.255,99.66755,1.0248,OK
flash_512k_L10,131075,flash,1,9.371,17.9597,1.9166,OK
flash_512k_L10,131075,flash,2,9.554,17.79495,1.8626,OK
flash_512k_L10,131075,flash,4,9.972,18.29895,1.8351,OK
flash_512k_L10,131075,flash,8,12.356,19.623849999999997,1.5881,OK
flash_512k_L10,131075,flash,16,15.601,20.145349999999997,1.2913,OK
flash_512k_L10,131075,flash,32,16.89,21.19655,1.255,OK
flash_512k_L10,131075,flash,64,22.251,26.743650000000002,1.2019,OK
flash_512k_L10,131075,flash,128,32.652,37.76275,1.1565,OK
flash_512k_L10,131075,flash,256,62.819,83.08535,1.3226,OK
flash_512k_L10,131075,flash,512,116.076,149.5068,1.288,OK
flash_512k_L10,131075,flash,1024,201.326,272.31,1.3526,OK
flash_512k_L22,131075,flash,1,9.75,20.900599999999997,2.1436,OK
flash_512k_L22,131075,flash,2,9.928,20.9773,2.113,OK
flash_512k_L22,131075,flash,4,10.398,21.382150000000003,2.0564,OK
flash_512k_L22,131075,flash,8,11.734,24.10845,2.0546,OK
flash_512k_L22,131075,flash,16,16.378,24.6365,1.5043,OK
flash_512k_L22,131075,flash,32,17.359,25.9324,1.4939,OK
flash_512k_L22,131075,flash,64,24.562,34.8605,1.4193,OK
flash_512k_L22,131075,flash,128,33.462,46.07465,1.3769,OK
flash_512k_L22,131075,flash,256,64.251,120.3377,1.8729,OK
flash_512k_L22,131075,flash,512,119.01,219.29175,1.8426,OK
flash_512k_L22,131075,flash,1024,206.575,406.25584999999995,1.9666,OK
flash_512k_L34,131075,flash,1,10.78,14.675,1.3613,OK
flash_512k_L34,131075,flash,2,10.911,14.804649999999999,1.3569,OK
flash_512k_L34,131075,flash,4,11.328,15.30545,1.3511,OK
flash_512k_L34,131075,flash,8,11.313,16.68625,1.475,OK
flash_512k_L34,131075,flash,16,15.53,17.2078,1.1081,OK
flash_512k_L34,131075,flash,32,17.005,18.31015,1.0768,OK
flash_512k_L34,131075,flash,64,23.925,24.13415,1.0087,OK
flash_512k_L34,131075,flash,128,33.651,32.4088,0.9631,OK
flash_512k_L34,131075,flash,256,64.443,63.6361,0.9875,OK
flash_512k_L34,131075,flash,512,119.665,113.4851,0.9484,OK
flash_512k_L34,131075,flash,1024,207.322,202.4279,0.9764,OK
flash_1024k_L10,262127,flash,1,10.316,21.19175,2.0542,OK
flash_1024k_L10,262127,flash,2,10.531,21.1133,2.0048,OK
flash_1024k_L10,262127,flash,4,11.39,21.658900000000003,1.9016,OK
flash_1024k_L10,262127,flash,8,13.9,23.148400000000002,1.6653,OK
flash_1024k_L10,262127,flash,16,22.732,23.990099999999998,1.0553,OK
flash_1024k_L10,262127,flash,32,25.522,27.13085,1.063,OK
flash_1024k_L10,262127,flash,64,33.762,39.78515,1.1784,OK
flash_1024k_L10,262127,flash,128,62.477,81.6164,1.3063,OK
flash_1024k_L10,262127,flash,256,116.728,151.95795,1.3018,OK
flash_1024k_L10,262127,flash,512,210.398,271.70509999999996,1.2914,OK
flash_1024k_L10,262127,flash,1024,401.039,519.713,1.2959,OK
flash_1024k_L22,262127,flash,1,11.355,20.778950000000002,1.83,OK
flash_1024k_L22,262127,flash,2,11.563,20.81905,1.8004,OK
flash_1024k_L22,262127,flash,4,12.249,21.433349999999997,1.7498,OK
flash_1024k_L22,262127,flash,8,13.787,23.1869,1.6818,OK
flash_1024k_L22,262127,flash,16,22.769,24.12295,1.0595,OK
flash_1024k_L22,262127,flash,32,25.175,27.1644,1.079,OK
flash_1024k_L22,262127,flash,64,33.744,39.0539,1.1574,OK
flash_1024k_L22,262127,flash,128,62.319,80.88865,1.298,OK
flash_1024k_L22,262127,flash,256,116.61,151.04935,1.2953,OK
flash_1024k_L22,262127,flash,512,210.546,271.1442,1.2878,OK
flash_1024k_L22,262127,flash,1024,401.853,517.36995,1.2875,OK
flash_1024k_L34,262127,flash,1,10.348,19.30695,1.8657,OK
flash_1024k_L34,262127,flash,2,10.552,19.4157,1.8401,OK
flash_1024k_L34,262127,flash,4,11.45,20.09095,1.7547,OK
flash_1024k_L34,262127,flash,8,13.891,22.1757,1.5964,OK
flash_1024k_L34,262127,flash,16,22.649,23.011,1.016,OK
flash_1024k_L34,262127,flash,32,25.282,26.01725,1.0291,OK
flash_1024k_L34,262127,flash,64,33.951,38.305099999999996,1.1283,OK
flash_1024k_L34,262127,flash,128,62.715,62.27285,0.993,OK
flash_1024k_L34,262127,flash,256,116.801,108.2084,0.9264,OK
flash_1024k_L34,262127,flash,512,210.82,198.40570000000002,0.9411,OK
flash_1024k_L34,262127,flash,1024,402.724,374.5765,0.9301,OK
pro_4k_L14,1027,pro,1,4.314,9.32145,2.1606,OK
pro_4k_L14,1027,pro,2,4.31,9.2765,2.1521,OK
pro_4k_L14,1027,pro,4,4.321,9.510399999999999,2.2008,OK
pro_4k_L14,1027,pro,8,4.328,9.29755,2.1481,OK
pro_4k_L14,1027,pro,16,4.344,9.291049999999998,2.1387,OK
pro_4k_L14,1027,pro,32,4.415,9.5999,2.1742,OK
pro_4k_L14,1027,pro,64,4.444,9.6111,2.163,OK
pro_4k_L14,1027,pro,128,4.587,9.849450000000001,2.1473,OK
pro_4k_L14,1027,pro,256,5.891,10.844700000000001,1.8408,OK
pro_4k_L14,1027,pro,512,10.208,20.190099999999997,1.9779,OK
pro_4k_L14,1027,pro,1024,18.135,37.91,2.0904,OK
pro_4k_L30,1027,pro,1,4.357,9.219100000000001,2.1159,OK
pro_4k_L30,1027,pro,2,4.374,9.092600000000001,2.0789,OK
pro_4k_L30,1027,pro,4,4.34,9.0127,2.0764,OK
pro_4k_L30,1027,pro,8,4.408,9.211049999999998,2.0895,OK
pro_4k_L30,1027,pro,16,4.382,9.3582,2.1356,OK
pro_4k_L30,1027,pro,32,4.449,9.53415,2.1432,OK
pro_4k_L30,1027,pro,64,4.52,9.601450000000002,2.1244,OK
pro_4k_L30,1027,pro,128,4.616,9.8463,2.1329,OK
pro_4k_L30,1027,pro,256,5.86,10.88785,1.8581,OK
pro_4k_L30,1027,pro,512,10.122,20.260450000000002,2.0016,OK
pro_4k_L30,1027,pro,1024,18.015,37.97215,2.1078,OK
pro_4k_L46,1027,pro,1,3.9,9.31995,2.39,OK
pro_4k_L46,1027,pro,2,3.97,9.2272,2.3243,OK
pro_4k_L46,1027,pro,4,3.944,9.15675,2.3219,OK
pro_4k_L46,1027,pro,8,3.988,9.3935,2.3552,OK
pro_4k_L46,1027,pro,16,4.262,9.4863,2.2256,OK
pro_4k_L46,1027,pro,32,4.375,9.48315,2.1676,OK
pro_4k_L46,1027,pro,64,4.443,9.700700000000001,2.1834,OK
pro_4k_L46,1027,pro,128,4.595,9.8191,2.1368,OK
pro_4k_L46,1027,pro,256,5.835,10.8384,1.8575,OK
pro_4k_L46,1027,pro,512,10.195,20.175849999999997,1.9791,OK
pro_4k_L46,1027,pro,1024,18.12,37.692800000000005,2.0802,OK
pro_8k_L14,2051,pro,1,5.073,8.577399999999999,1.6907,OK
pro_8k_L14,2051,pro,2,5.03,8.60625,1.7109,OK
pro_8k_L14,2051,pro,4,4.975,8.58385,1.7255,OK
pro_8k_L14,2051,pro,8,5.048,8.52155,1.6882,OK
pro_8k_L14,2051,pro,16,5.087,8.571200000000001,1.6848,OK
pro_8k_L14,2051,pro,32,5.133,8.64475,1.6842,OK
pro_8k_L14,2051,pro,64,5.235,8.9679,1.7132,OK
pro_8k_L14,2051,pro,128,5.388,9.13905,1.6963,OK
pro_8k_L14,2051,pro,256,8.248,10.399899999999999,1.261,OK
pro_8k_L14,2051,pro,512,14.536,19.039849999999998,1.3098,OK
pro_8k_L14,2051,pro,1024,26.223,34.79325,1.3268,OK
pro_8k_L30,2051,pro,1,4.392,8.89415,2.0249,OK
pro_8k_L30,2051,pro,2,4.394,8.7071,1.9815,OK
pro_8k_L30,2051,pro,4,4.445,8.9966,2.0238,OK
pro_8k_L30,2051,pro,8,4.472,8.835,1.9755,OK
pro_8k_L30,2051,pro,16,4.769,9.137450000000001,1.9159,OK
pro_8k_L30,2051,pro,32,4.905,9.2751,1.891,OK
pro_8k_L30,2051,pro,64,4.963,9.4734,1.909,OK
pro_8k_L30,2051,pro,128,5.144,9.63665,1.8735,OK
pro_8k_L30,2051,pro,256,8.205,11.2079,1.3659,OK
pro_8k_L30,2051,pro,512,14.422,20.6508,1.4319,OK
pro_8k_L30,2051,pro,1024,26.039,37.340300000000006,1.434,OK
pro_8k_L46,2051,pro,1,4.572,9.0016,1.9691,OK
pro_8k_L46,2051,pro,2,4.594,8.816,1.9191,OK
pro_8k_L46,2051,pro,4,4.685,9.14075,1.9511,OK
pro_8k_L46,2051,pro,8,4.684,8.929549999999999,1.9066,OK
pro_8k_L46,2051,pro,16,5.021,9.11515,1.8155,OK
pro_8k_L46,2051,pro,32,5.066,9.2096,1.8181,OK
pro_8k_L46,2051,pro,64,5.153,9.4048,1.825,OK
pro_8k_L46,2051,pro,128,5.37,9.631950000000002,1.7938,OK
pro_8k_L46,2051,pro,256,7.647,11.14225,1.4571,OK
pro_8k_L46,2051,pro,512,13.295,20.39815,1.5343,OK
pro_8k_L46,2051,pro,1024,23.611,37.28935,1.5793,OK
pro_16k_L14,4099,pro,1,5.957,9.6383,1.6179,OK
pro_16k_L14,4099,pro,2,6.084,9.5183,1.5645,OK
pro_16k_L14,4099,pro,4,6.161,9.4719,1.5373,OK
pro_16k_L14,4099,pro,8,6.193,9.739049999999999,1.5725,OK
pro_16k_L14,4099,pro,16,6.543,9.539,1.458,OK
pro_16k_L14,4099,pro,32,6.601,9.671850000000001,1.4652,OK
pro_16k_L14,4099,pro,64,6.71,9.8479,1.4677,OK
pro_16k_L14,4099,pro,128,7.02,10.12945,1.4429,OK
pro_16k_L14,4099,pro,256,11.975,11.913450000000001,0.9949,OK
pro_16k_L14,4099,pro,512,21.585,21.59655,1.0005,OK
pro_16k_L14,4099,pro,1024,39.385,39.46515,1.002,OK
pro_16k_L30,4099,pro,1,5.731,9.1775,1.6015,OK
pro_16k_L30,4099,pro,2,5.743,9.20305,1.6026,OK
pro_16k_L30,4099,pro,4,6.002,9.3567,1.5589,OK
pro_16k_L30,4099,pro,8,6.045,9.196549999999998,1.5212,OK
pro_16k_L30,4099,pro,16,6.355,9.56465,1.5052,OK
pro_16k_L30,4099,pro,32,6.484,9.7503,1.5036,OK
pro_16k_L30,4099,pro,64,6.645,9.883149999999999,1.4873,OK
pro_16k_L30,4099,pro,128,6.913,10.19195,1.4743,OK
pro_16k_L30,4099,pro,256,12.028,11.9982,0.9975,OK
pro_16k_L30,4099,pro,512,21.711,21.730900000000002,1.0009,OK
pro_16k_L30,4099,pro,1024,39.485,39.783449999999995,1.0076,OK
pro_16k_L46,4099,pro,1,7.25,9.0335,1.246,OK
pro_16k_L46,4099,pro,2,7.365,8.9871,1.2202,OK
pro_16k_L46,4099,pro,4,7.414,9.2095,1.2422,OK
pro_16k_L46,4099,pro,8,7.429,8.9743,1.208,OK
pro_16k_L46,4099,pro,16,7.407,9.377450000000001,1.2661,OK
pro_16k_L46,4099,pro,32,7.491,9.5039,1.2688,OK
pro_16k_L46,4099,pro,64,7.612,9.70075,1.2744,OK
pro_16k_L46,4099,pro,128,7.882,10.007950000000001,1.2697,OK
pro_16k_L46,4099,pro,256,12.109,11.73915,0.9694,OK
pro_16k_L46,4099,pro,512,21.837,21.17105,0.9695,OK
pro_16k_L46,4099,pro,1024,39.858,38.906949999999995,0.9761,OK
pro_32k_L14,8195,pro,1,7.631,11.3775,1.491,OK
pro_32k_L14,8195,pro,2,7.672,11.3903,1.4847,OK
pro_32k_L14,8195,pro,4,7.687,11.444700000000001,1.4888,OK
pro_32k_L14,8195,pro,8,7.73,11.44155,1.4802,OK
pro_32k_L14,8195,pro,16,7.96,11.657549999999999,1.4646,OK
